Sigla,Código,Município,Produção - algodão - herbáceo (caroço) (2001),Produção - arroz (2001),Produção - café (2001),Produção - cana-de-açúcar (2001),Produção - laranja (2001),Produção - mandioca (2001),Produção - milho (2001),Produção - soja (2001),
PR,4105300,Céu Azul,198.159076078048,58.4047803177405,,1280.7333969676,18.7729651021309,1814.71995987265,23693.5678439005,30604.104886496,
PR,4105409,Chopinzinho,,356.686336940487,,70.9200903858277,123.067215669525,365.029876985878,15245.7335479416,29867.7874774902,
PR,4105508,Cianorte,12.5153100680873,183.557880998613,792.636304312192,5323.17854895978,,17540.2070604243,6645.62964615433,7598.87909634031,
PR,4105607,Cidade Gaúcha,123.067215669525,14.6011950794351,327.483946781616,13998.3743111556,1906.49890037196,1093.00374594629,542.330102950448,,
PR,4105706,Clevelândia,,241.962661316353,,12.5153100680873,29.2023901588703,219.017926191527,16351.252603956,21125.8433949313,
PR,4105805,Colombo,,,,,8.3435400453915,196.0731910667,1045.02839068529,,
PR,4105904,Colorado,600.734883268188,,1126.37790612785,36277.7121173622,22.9447351248266,1426.74534776195,2173.49218182449,909.445864947673,
PR,4106001,Congonhinhas,110.551905601437,131.410755714916,43.8035852383054,2060.8543912117,91.7789404993065,16.687080090783,2135.94625162022,10220.8365556046,
PR,4106100,Conselheiro Mairinck,,385.888727099357,329.569831792964,2815.94476531963,14.6011950794351,85.5212854652629,2607.35626418484,813.495154425671,
PR,4106209,Contenda,,35.4600451929139,,,,91.7789404993065,10304.2719560585,221.103811202875,
PR,4106308,Corbélia,193.987306055352,469.324127553272,56.3188953063926,216.932041180179,27.1165051475224,667.48320363132,15685.855285336,52793.7496372147,
PR,4106407,Cornélio Procópio,79.2636304312193,148.097835805699,992.881265401589,6674.8320363132,22.9447351248266,20.8588501134787,13506.1054484775,26574.1750445719,
PR,4106456,Coronel Domingos Soares,,552.759528007187,,29.2023901588703,25.0306201361745,1001.22480544698,7726.11808203253,9311.39069065691,
PR,4106506,Coronel Vivida,,137.66841074896,,22.9447351248266,112.637790612785,475.581782587316,22327.3131614677,26686.8128351847,
PR,4106555,Corumbataí do Sul,600.734883268188,292.023901588703,1464.29127796621,25.0306201361745,,47.9753552610011,3324.90070808851,2523.92086373093,
PR,4106571,Cruzeiro do Iguaçu,,60.4906653290884,,127.23898569222,657.053778574581,365.029876985878,8103.66326908649,2042.08142610957,
PR,4106605,Cruzeiro do Oeste,1893.98359030387,14.6011950794351,239.876776305006,11217.8895910289,200.244961089396,2828.46007538772,2780.48472012672,657.053778574581,
PR,4106704,Cruzeiro do Sul,387.974612110705,,483.925322632707,16551.4975650454,1426.74534776195,840.611659573194,1812.6340748613,1218.15684662716,
PR,4106803,Cruz Machado,,1576.92906857899,,60.4906653290884,62.5765503404362,6067.83949801097,17068.7970478597,58.4047803177405,
PR,4106852,Cruzmaltina,427.606427326314,106.380135578742,246.134431339049,,,191.901421044005,7511.2719258637,18036.6476931251,
PR,4106902,Curitiba,,,,,,27.1165051475224,175.214340953221,,
PR,4107009,Curiúva,,800.979844357584,521.471252836969,79.2636304312193,244.048546327701,91.7789404993065,3771.28010051696,1487.23601309103,
PR,4107108,Diamante do Norte,,50.061240272349,4764.16136591855,2822.20242035367,66.748320363132,938.648255106544,498.526517712142,,
PR,4107124,Diamante do Sul,446.379392428445,260.735626418484,,108.466020590089,62.5765503404362,934.476485083848,3316.55716804312,185.643766009961,
PR,4107157,Diamante D'Oeste,5725.75435614992,10.4294250567394,,154.355490839743,37.5459302042618,938.648255106544,1689.56685919178,838.525774561846,
PR,4107207,Dois Vizinhos,,37.5459302042618,,498.526517712142,292.023901588703,730.059753971756,20329.0353205964,5788.33090649035,
PR,4107256,Douradina,114.723675624133,175.214340953221,50.061240272349,,4.17177002269575,421.348772292271,932.3906000725,108.466020590089,
PR,4107306,Doutor Camargo,,193.987306055352,6.25765503404363,,,70.9200903858277,9930.89853902723,17454.685774959,
PR,4107405,Enéas Marques,,58.4047803177405,,141.840180771655,1095.08963095763,438.035852383054,6881.33465243664,85.5212854652629,
PR,4107504,Engenheiro Beltrão,946.991795151935,239.876776305006,252.392086373093,27204.112317999,,302.453326645442,6109.55719823793,59151.527151803,
PR,4107520,Esperança Nova,81.3495154425671,22.9447351248266,39.6318152156096,,45.8894702496533,500.61240272349,861.470509686672,,
PR,4107538,Entre Rios do Oeste,,6.25765503404363,,,14.6011950794351,396.318152156096,2536.43617379902,7842.92764266801,
PR,4107546,Espigão Alto do Iguaçu,,289.938016577355,,45.8894702496533,10.4294250567394,296.195671611398,9029.79621412495,4000.72745176522,
PR,4107553,Farol,467.238242541924,37.5459302042618,,50.061240272349,,264.90739644118,10281.3272209337,38440.77487413,
PR,4107603,Faxinal,125.153100680872,175.214340953221,91.7789404993065,,,191.901421044005,6297.28684925923,18820.9404573919,
PR,4107652,Fazenda Rio Grande,,14.6011950794351,,,,27.1165051475224,1297.42047705838,775.94922422141,
PR,4107702,Fênix,483.925322632707,878.157589777455,27.1165051475224,5967.71701746627,,634.109043449754,12561.1995383369,22903.0174245997,
PR,4107736,Fernandes Pinheiro,,275.33682149792,,,4.17177002269575,292.023901588703,8118.26446416593,8673.10987718446,
PR,4107751,Figueira,,312.882751702181,613.250193336275,1001.22480544698,225.275581225571,22.9447351248266,817.666924448367,577.790148143361,
PR,4107801,Floraí,755.090374107931,8.3435400453915,33.374160181566,2279.87231740323,4534.71401467028,834.35400453915,10477.4004120004,15804.7507309828,
PR,4107850,Flor da Serra do Sul,,87.6071704766107,,179.386110975917,187.729651021309,511.041827780229,12446.4758627128,3422.93730362186,
PR,4107900,Floresta,,692.513823767495,2.08588501134787,,,6.25765503404363,13057.6401710377,22859.2138393614,
PR,4108007,Florestópolis,385.888727099357,,252.392086373093,22606.8217529883,,10.4294250567394,1808.46230483861,6195.07848370319,
PR,4108106,Flórida,116.809560635481,,16.687080090783,667.48320363132,27.1165051475224,100.122480544698,753.004489096583,1941.95894556487,
PR,4108205,Formosa do Oeste,4928.94628181503,542.330102950448,173.128455941874,,,650.796123540537,3452.13969378073,24179.5790515446,
PR,4108304,Foz do Iguaçu,,12.5153100680873,,37.5459302042618,37.5459302042618,79.2636304312193,1608.21734374921,8214.21517468793,
PR,4108320,Francisco Alves,3412.50787856512,54.2330102950447,12.5153100680873,,,917.789404993065,2657.41750445719,7824.15467756588,
PR,4108403,Francisco Beltrão,,168.956685919178,,260.735626418484,3629.4399197453,2102.57209143866,28914.5380273042,8076.54676393897,
PR,4108452,Foz do Jordão,,35.4600451929139,,,6.25765503404363,83.435400453915,10416.9097466713,10464.8851019323,
PR,4108502,General Carneiro,,50.061240272349,,,4.17177002269575,266.993281452528,1631.16207887404,423.434657303619,
PR,4108551,Godoy Moreira,4457.53626925041,127.23898569222,22.9447351248266,,,256.563856395789,2425.88426819758,627.85138841571,
PR,4108601,Goioerê,3593.97987455239,285.766246554659,14.6011950794351,3366.61840831547,,1011.65423050372,12675.923213961,36315.2580475665,
PR,4108650,Goioxim,18.7729651021309,531.900677893708,,,20.8588501134787,329.569831792964,19609.4049916814,9104.88807453347,
PR,4108700,Grandes Rios,250.306201361745,342.085141861052,2982.81556622746,,,175.214340953221,3869.31669605031,200.244961089396,
PR,4108809,Guaíra,4326.12551353549,594.477228234144,,,,13034.6954359129,17314.9314791987,32821.4006535588,
PR,4108908,Guairaçá,,14.6011950794351,471.41001256462,2131.77448159753,7177.53032404804,3961.09563654961,298.281556622746,,
PR,4108957,Guamiranga,,123.067215669525,,,,542.330102950448,5767.47205637687,4951.89101693986,
PR,4109005,Guapirama,,45.8894702496533,642.452583495146,1136.80733118459,,2.08588501134787,1086.74609091224,292.023901588703,
PR,4109104,Guaporema,12.5153100680873,39.6318152156096,47.9753552610011,7555.075511102,1059.62958576472,713.372673880973,632.023158438406,281.594476531963,
PR,4109203,Guaraci,191.901421044005,39.6318152156096,16.687080090783,2321.59001763018,,390.060497122053,1850.18000506557,1295.33459204703,
PR,4109302,Guaraniaçu,,548.587757984491,,133.496640726264,417.177002269575,1280.7333969676,16280.3325135702,11726.8455337978,
PR,4109401,Guarapuava,,809.323384402976,,,22.9447351248266,433.864082360358,66504.2718168043,85212.5744835834,
PR,4109500,Guaraqueçaba,,800.979844357584,,221.103811202875,52.1471252836969,951.163565174631,56.3188953063926,,
PR,4109609,Guaratuba,,1795.94699477052,,116.809560635481,41.7177002269575,185.643766009961,52.1471252836969,,
PR,4109658,Honório Serpa,,200.244961089396,,16.687080090783,22.9447351248266,584.047803177405,17010.3922675419,21937.2526643456,
PR,4109708,Ibaiti,,1184.78268644559,2707.47874472954,20537.6238217312,112.637790612785,123.067215669525,5319.00677893708,,
PR,4109757,Ibema,,177.300225964569,,936.562370095196,12.5153100680873,469.324127553272,7417.40710035304,4937.28982186042,
PR,4109807,Ibiporã,14.6011950794351,166.87080090783,231.533236259614,,,37.5459302042618,13072.2413661171,20733.6970127979,
PR,4109906,Icaraíma,413.005232246879,173.128455941874,212.760271157483,18149.2854837379,33.374160181566,2294.47351248266,2861.83423556928,521.471252836969,
PR,4110003,Iguaraçu,12.5153100680873,87.6071704766107,35.4600451929139,6430.7834899855,39.6318152156096,200.244961089396,4459.62215426176,11313.8403015509,
PR,4110052,Iguatu,116.809560635481,219.017926191527,,143.926065783003,58.4047803177405,3128.82751702181,2793.0000301948,1783.43168470243,
PR,4110078,Imbaú,,60.4906653290884,,,,66.748320363132,4061.21811709431,2196.43691694931,
PR,4110102,Imbituva,,360.858106963182,,,,477.667667598663,13856.5341303839,20821.3041832745,
PR,4110201,Inácio Martins,,106.380135578742,,,,33.374160181566,4709.9283556235,700.857363812886,
PR,4110300,Inajá,133.496640726264,2.08588501134787,45.8894702496533,6505.87535039402,252.392086373093,738.403294017148,798.893959346236,312.882751702181,
PR,4110409,Indianópolis,,62.5765503404362,1944.04483057622,3810.91191573257,,475.581782587316,362.94399197453,41.7177002269575,
PR,4110508,Ipiranga,,39.6318152156096,,,,861.470509686672,28234.5395136048,21119.5857398972,
PR,4110607,Iporã,2523.92086373093,37.5459302042618,56.3188953063926,,,4367.84321376245,3593.97987455239,6724.89327658555,
PR,4110656,Iracema do Oeste,1038.77073565124,41.7177002269575,200.244961089396,,,50.061240272349,1693.73862921447,11985.4952752049,
PR,4110706,Irati,,629.937273427058,,,,584.047803177405,28441.0421297283,8331.02473532341,
PR,4110805,Iretama,863.55639469802,256.563856395789,52.1471252836969,50.061240272349,83.435400453915,502.698287734838,4630.66472519228,3352.01721323604,
PR,4110904,Itaguajé,1093.00374594629,6.25765503404363,350.428681906443,108.466020590089,10.4294250567394,396.318152156096,1674.96566411234,323.312176758921,
PR,4110953,Itaipulândia,,4.17177002269575,,154.355490839743,56.3188953063926,665.397318619972,7628.08148649918,12265.0038667255,
PR,4111001,Itambaracá,58.4047803177405,266.993281452528,20.8588501134787,23747.8008541956,,98.0365955333501,5001.9522572122,14743.0352602068,
PR,4111100,Itambé,,52.1471252836969,,4885.14269657672,,4.17177002269575,17191.8642635292,30687.5402869499,
PR,4111209,Itapejara d'Oeste,,133.496640726264,,27.1165051475224,150.183720817047,554.845413018535,8710.65580738873,12254.5744416688,
PR,4111258,Itaperuçu,,10.4294250567394,,43.8035852383054,1253.61689182007,354.600451929139,2054.59673617766,,
PR,4111308,Itaúna do Sul,,8.3435400453915,1699.99628424852,2298.64528250536,95.9507105220023,784.292764266801,429.692312337662,,
PR,4111407,Ivaí,,95.9507105220023,,64.6624353517841,14.6011950794351,325.398061770268,26194.5439725066,9528.32273183709,
PR,4111506,Ivaiporã,2509.31966865149,492.268862678099,717.544443903669,173.128455941874,60.4906653290884,1374.59822247825,12538.2548032121,14638.7410096394,
PR,4111555,Ivaté,734.231523994452,310.796866690833,256.563856395789,17556.8941405151,56.3188953063926,310.796866690833,460.98058750788,559.017183041231,
PR,4111605,Ivatuba,,233.619121270962,6.25765503404363,,,4.17177002269575,7876.30180284958,15575.3033797346,
PR,4111704,Jaboti,,350.428681906443,321.226291747573,337.913371838356,112.637790612785,102.208365556046,1132.6355611619,,
PR,4111803,Jacarezinho,,379.631072065313,2957.78494609129,95950.7105220022,168.956685919178,8.3435400453915,5915.56989218257,3362.44663829277,
PR,4111902,Jaguapitã,281.594476531963,123.067215669525,191.901421044005,13097.2719862533,955.335335197327,10.4294250567394,2872.26366062602,6528.82008551885,
PR,4112009,Jaguariaíva,,52.1471252836969,,,,87.6071704766107,6424.52583495146,5068.70057757534,
PR,4112108,Jandaia do Sul,47.9753552610011,373.37341703127,673.740858665364,6560.10836068907,,81.3495154425671,3151.77225214664,1831.40703996343,
PR,4112207,Janiópolis,1756.31517955491,135.582525737612,33.374160181566,,,1737.54221445278,5592.25771542365,23597.6171333785,
PR,4112306,Japira,,360.858106963182,1385.02764753499,75.0918604085235,18.7729651021309,87.6071704766107,1683.30920415774,314.968636713529,
PR,4112405,Japurá,4.17177002269575,79.2636304312193,310.796866690833,6055.32418794288,,1122.20613610516,8652.25102707099,11399.3615870161,
PR,4112504,Jardim Alegre,1697.91039923717,383.802842088009,654.967893563233,158.527260862439,150.183720817047,120.981330658177,9672.2487976201,10456.5415618869,
PR,4112603,Jardim Olinda,308.710981679485,104.294250567394,22.9447351248266,,,511.041827780229,2010.79315093935,2029.56611604148,
PR,4112702,Jataizinho,133.496640726264,41.7177002269575,16.687080090783,,248.220316350397,14.6011950794351,1412.14415268251,8785.74766779725,
PR,4112751,Jesuítas,2966.12848613668,842.697544584542,1145.15087122998,,8.3435400453915,1220.24273163851,5327.35031898247,18923.1488229479,
PR,4112801,Joaquim Távora,,212.760271157483,577.790148143361,250.306201361745,79.2636304312193,14.6011950794351,1956.56014064431,102.208365556046,
PR,4112900,Jundiaí do Sul,79.2636304312193,141.840180771655,2240.24050218762,219.017926191527,47.9753552610011,2.08588501134787,1768.830489623,938.648255106544,
PR,4112959,Juranda,9198.75290004413,248.220316350397,,,,127.23898569222,21171.7328651809,34646.5500384882,
PR,4113007,Jussara,4.17177002269575,4.17177002269575,43.8035852383054,10959.2398496217,62.5765503404362,600.734883268188,7500.84250080696,18382.9046050088,
PR,4113106,Kaloré,202.330846100744,206.50261612344,50.061240272349,988.709495378893,,160.613145873786,2296.55939749401,11826.9680143425,
PR,4113205,Lapa,,273.250936486572,,,,394.232267144748,20525.1085116631,15331.2548334069,
PR,4113254,Laranjal,116.809560635481,292.023901588703,,20.8588501134787,54.2330102950447,231.533236259614,6170.04786356701,421.348772292271,
PR,4113304,Laranjeiras do Sul,,344.171026872399,,,27.1165051475224,460.98058750788,17221.0666536881,6132.50193336275,
PR,4113403,Leópolis,264.90739644118,102.208365556046,133.496640726264,,,16.687080090783,9013.10913403417,28297.1160639453,
PR,4113429,Lidianópolis,1537.29725336338,266.993281452528,1228.5862716839,,,129.324870703568,6080.35480807906,7319.37050481969,
PR,4113452,Lindoeste,559.017183041231,375.459302042617,,216.932041180179,39.6318152156096,1001.22480544698,4935.20393684907,3180.97464230551,
PR,4113502,Loanda,50.061240272349,,85.5212854652629,,3875.57435108435,2901.46605078489,463.066472519228,1224.4145016612,
PR,4113601,Lobato,383.802842088009,,16.687080090783,29358.8315347213,8.3435400453915,16.687080090783,1178.52503141155,2354.96417781175,
PR,4113700,Londrina,75.0918604085235,1791.77522474782,1526.86782830664,95.9507105220023,1067.97312581011,191.901421044005,32579.4379922425,41621.7495164355,
PR,4113734,Luiziana,250.306201361745,37.5459302042618,25.0306201361745,1001.22480544698,,325.398061770268,22748.6619337599,79123.8761354589,
PR,4113759,Lunardelli,4244.77599809293,356.686336940487,992.881265401589,114.723675624133,,508.955942768882,7336.05758491048,5371.15390422078,
PR,4113809,Lupionópolis,788.464534289497,6.25765503404363,35.4600451929139,1132.6355611619,4.17177002269575,43.8035852383054,1758.40106456626,1912.756555406,
PR,4113908,Mallet,,450.551162451141,,,,1118.03436608246,16513.9516348411,6989.80067302673,
