"","index_centrao","NM_MUNICIPIO.x","SG_UF","Year","NM_MUNICIPIO_norm","row_id","codigo_do_municipio","NM_MUNICIPIO.y","codigo_da_microrregiao","nome_da_microrregiao","semiarido","vab_agro","vab_ind","vab_serv","vab_pub","vab_total","impostos_liquidos_de_subsidios_sobre_produtos_a_precos_correntes_r_1_000","pib","pib_per_capita","SG_UF.x","Year.x","NM_MUNICIPIO_norm.x","Year.y","SG_UF.y","NM_MUNICIPIO_norm.y"
"30442",0.417,"SÃO VICENTE DE MINAS","MG","2022","SAO VICENTE DE MINAS",30713,3165305,"São Vicente de Minas",31055,"Andrelândia","Não",55556.249,26963.107,65976.667,37995.132,186491.154,19618.595,206109.749,26169.34,NA,NA,NA,NA,NA,NA
"30443",0.791,"SAPUCAÍ-MIRIM","MG","2022","SAPUCAI MIRIM",30714,3165404,"Sapucaí-Mirim",31052,"Pouso Alegre","Não",14692.119,15449.2,38358.336,34395.934,102895.589,7376.848,110272.437,15652.58,NA,NA,NA,NA,NA,NA
"30444",0.716,"SARDOÁ","MG","2022","SARDOA",30715,3165503,"Sardoá",31035,"Guanhães","Sim",6753.565,3350.892,22616.953,32588.504,65309.914,3491.589,68801.504,10715.08,NA,NA,NA,NA,NA,NA
"30445",0.098,"SENADOR CORTES","MG","2022","SENADOR CORTES",30716,3165602,"Senador Cortes",31065,"Juiz de Fora","Não",5662.139,3721.486,11341.403,15165.48,35890.509,2144.379,38034.888,19007.94,NA,NA,NA,NA,NA,NA
"30446",0.517,"SENADOR FIRMINO","MG","2022","SENADOR FIRMINO",30717,3165701,"Senador Firmino",31064,"Ubá","Não",10240.697,7353.714,43281.917,39515.811,100392.139,6384.97,106777.109,13512.67,NA,NA,NA,NA,NA,NA
"30447",0.493,"SENADOR JOSÉ BENTO","MG","2022","SENADOR JOSE BENTO",30718,3165800,"Senador José Bento",31052,"Pouso Alegre","Não",12155.509,1013.9,8605.835,12548.418,34323.662,1172.677,35496.339,24962.26,NA,NA,NA,NA,NA,NA
"30448",0.592,"SENADOR MODESTINO GONÇALVES","MG","2022","SENADOR MODESTINO GONCALVES",30719,3165909,"Senador Modestino Gonçalves",31010,"Diamantina","Não",44693.058,7206.968,14776.612,23250.103,89926.742,2280.419,92207.161,22733.52,NA,NA,NA,NA,NA,NA
"30449",0.431,"SENHORA DE OLIVEIRA","MG","2022","SENHORA DE OLIVEIRA",30720,3166006,"Senhora de Oliveira",31062,"Viçosa","Não",15271.633,2374.308,30182.414,29600.824,77429.179,3654.103,81083.282,14013.7,NA,NA,NA,NA,NA,NA
"30450",0.765,"SENHORA DO PORTO","MG","2022","SENHORA DO PORTO",30721,3166105,"Senhora do Porto",31035,"Guanhães","Sim",12440.352,4416.612,10446.921,20671.939,47975.825,1802.261,49778.086,14157.59,NA,NA,NA,NA,NA,NA
"30451",0.348,"SENHORA DOS REMÉDIOS","MG","2022","SENHORA DOS REMEDIOS",30722,3166204,"Senhora dos Remédios",31059,"Barbacena","Não",21098.215,9997.739,32403.83,48128.467,111628.25,4140.861,115769.112,11053,NA,NA,NA,NA,NA,NA
"30452",0.763,"SERICITA","MG","2022","SERICITA",30723,3166303,"Sericita",31060,"Ponte Nova","Não",31449.403,6951.96,26345.925,36424.42,101171.708,3812.911,104984.619,14303.08,NA,NA,NA,NA,NA,NA
"30453",0.37,"SERITINGA","MG","2022","SERITINGA",30724,3166402,"Seritinga",31055,"Andrelândia","Não",10423.79,3215.296,13827.29,14948.266,42414.641,2817.122,45231.763,24357.44,NA,NA,NA,NA,NA,NA
"30454",0.609,"SERRA AZUL DE MINAS","MG","2022","SERRA AZUL DE MINAS",30725,3166501,"Serra Azul de Minas",31028,"Conceição do Mato Dentro","Não",5920.821,1455.349,10386.751,26021.894,43784.815,1280.982,45065.797,10499.95,NA,NA,NA,NA,NA,NA
"30455",0.647,"SERRA DA SAUDADE","MG","2022","SERRA DA SAUDADE",30726,3166600,"Serra da Saudade",31026,"Bom Despacho","Não",7917.936,810.828,4096.797,8460.572,21286.133,604.426,21890.558,28392.42,NA,NA,NA,NA,NA,NA
"30456",0.768,"SERRA DOS AIMORÉS","MG","2022","SERRA DOS AIMORES",30727,3166709,"Serra dos Aimorés",31016,"Nanuque","Sim",15706.23,3733.74,27505.263,40041.226,86986.459,4047.573,91034.033,10433.7,NA,NA,NA,NA,NA,NA
"30457",0.649,"SERRA DO SALITRE","MG","2022","SERRA DO SALITRE",30728,3166808,"Serra do Salitre",31019,"Patrocínio","Não",429055.852,266286.704,189574.697,72244.82,957162.073,26059.615,983221.689,83678.44,NA,NA,NA,NA,NA,NA
"30458",0.777,"SERRANIA","MG","2022","SERRANIA",30729,3166907,"Serrania",31049,"Alfenas","Não",43774.728,16614.034,53074.332,38188.526,151651.62,9995.744,161647.365,21083.52,NA,NA,NA,NA,NA,NA
"30459",0.414,"SERRANOS","MG","2022","SERRANOS",30730,3167004,"Serranos",31055,"Andrelândia","Não",13493.094,724.251,9090.249,14161.147,37468.741,1093.282,38562.023,19785.54,NA,NA,NA,NA,NA,NA
"30460",0.47,"SERRO","MG","2022","SERRO",30731,3167103,"Serro",31028,"Conceição do Mato Dentro","Não",29268.096,15137.56,131471.943,98075.721,273953.32,18486.258,292439.578,13982.29,NA,NA,NA,NA,NA,NA
"30461",0.134,"SETE LAGOAS","MG","2022","SETE LAGOAS",30732,3167202,"Sete Lagoas",31027,"Sete Lagoas","Não",36540.813,4826058.955,4366716.745,1241783.798,10471100.311,2188639.579,12659739.89,51894.81,NA,NA,NA,NA,NA,NA
"30462",0.166,"SILVEIRÂNIA","MG","2022","SILVEIRANIA",30733,3167301,"Silveirânia",31064,"Ubá","Não",7446.983,1340.957,9264.181,15990.983,34043.103,1107.212,35150.316,15505.21,NA,NA,NA,NA,NA,NA
"30463",0.664,"SILVIANÓPOLIS","MG","2022","SILVIANOPOLIS",30734,3167400,"Silvianópolis",31053,"Santa Rita do Sapucaí","Não",46269.499,16497.749,38528.725,31659.789,132955.761,8599.911,141555.673,22619.95,NA,NA,NA,NA,NA,NA
"30464",0.345,"SIMÃO PEREIRA","MG","2022","SIMAO PEREIRA",30735,3167509,"Simão Pereira",31065,"Juiz de Fora","Não",5115.899,57665.537,16939.276,19405.645,99126.357,4945.904,104072.261,39707.08,NA,NA,NA,NA,NA,NA
"30465",0.602,"SIMONÉSIA","MG","2022","SIMONESIA",30736,3167608,"Simonésia",31061,"Manhuaçu","Não",89366.306,10451.153,82504.467,90288.321,272610.247,12676.288,285286.536,14383.71,NA,NA,NA,NA,NA,NA
"30466",0.823,"SOBRÁLIA","MG","2022","SOBRALIA",30737,3167707,"Sobrália",31037,"Governador Valadares","Sim",10685.736,2433.376,21559.392,30352.161,65030.665,2342.126,67372.791,12303.29,NA,NA,NA,NA,NA,NA
"30467",0.387,"SOLEDADE DE MINAS","MG","2022","SOLEDADE DE MINAS",30738,3167806,"Soledade de Minas",31054,"São Lourenço","Não",17220.369,4346.19,26137.889,30953.204,78657.651,3219.47,81877.121,13150.84,NA,NA,NA,NA,NA,NA
"30468",0.369,"TABULEIRO","MG","2022","TABULEIRO",30739,3167905,"Tabuleiro",31064,"Ubá","Não",8927.684,7442.309,23243.343,21110.897,60724.232,5006.944,65731.176,17915.28,NA,NA,NA,NA,NA,NA
"30469",0.617,"TAIOBEIRAS","MG","2022","TAIOBEIRAS",30740,3168002,"Taiobeiras",31005,"Salinas","Sim",59332.219,42757.642,252046.375,163127.329,517263.566,40155.687,557419.252,16085.74,NA,NA,NA,NA,NA,NA
"30470",0.681,"TAPIRA","MG","2022","TAPIRA",30741,3168101,"Tapira",31023,"Araxá","Não",123205.144,366260.798,99244.923,40083.086,628793.951,60444.436,689238.387,140948.55,NA,NA,NA,NA,NA,NA
"30471",0.749,"TAPIRAÍ","MG","2022","TAPIRAI",30742,3168200,"Tapiraí",31042,"Piuí","Não",31754.027,1586.728,8728.701,12890.726,54960.182,1080.562,56040.744,29984.35,NA,NA,NA,NA,NA,NA
"30472",0.582,"TAQUARAÇU DE MINAS","MG","2022","TAQUARACU DE MINAS",30743,3168309,"Taquaraçu de Minas",31031,"Itabira","Não",7554.998,7524.165,21951.681,25193.367,62224.21,3698.595,65922.805,16000.68,NA,NA,NA,NA,NA,NA
"30473",0.711,"TARUMIRIM","MG","2022","TARUMIRIM",30744,3168408,"Tarumirim",31040,"Caratinga","Sim",27694.094,7838.393,73013.495,70879.484,179425.466,8915.655,188341.121,13189.15,NA,NA,NA,NA,NA,NA
"30474",0.61,"TEIXEIRAS","MG","2022","TEIXEIRAS",30745,3168507,"Teixeiras",31062,"Viçosa","Não",23938.642,27370.34,71442.315,58484.786,181236.082,10086.208,191322.291,16380.33,NA,NA,NA,NA,NA,NA
"30475",0.441,"TEÓFILO OTONI","MG","2022","TEOFILO OTONI",30746,3168606,"Teófilo Otoni",31015,"Teófilo Otoni","Sim",90726.949,368540.825,1571981.186,647190.404,2678439.364,273231.124,2951670.488,20893.97,NA,NA,NA,NA,NA,NA
"30476",0.332,"TIMÓTEO","MG","2022","TIMOTEO",30747,3168705,"Timóteo",31039,"Ipatinga","Não",1663.028,3162686.416,1275599.131,442677.992,4882626.568,728712.197,5611338.764,61482,NA,NA,NA,NA,NA,NA
"30477",0.227,"TIRADENTES","MG","2022","TIRADENTES",30748,3168804,"Tiradentes",31058,"São João Del Rei","Não",7230.271,15311.15,123482.582,43726.986,189750.989,15956.348,205707.337,25209.23,NA,NA,NA,NA,NA,NA
"30478",0.71,"TIROS","MG","2022","TIROS",30749,3168903,"Tiros",31020,"Patos de Minas","Não",169944.474,38280.556,100099.901,38626.617,346951.548,32907.226,379858.774,59641.82,NA,NA,NA,NA,NA,NA
"30479",0.495,"TOCANTINS","MG","2022","TOCANTINS",30750,3169000,"Tocantins",31064,"Ubá","Não",40130.631,57477.311,140202.408,77610.139,315420.489,34270.869,349691.358,20853.44,NA,NA,NA,NA,NA,NA
"30480",0.747,"TOLEDO","MG","2022","TOLEDO",30751,3169109,"Toledo",31052,"Pouso Alegre","Não",13213.966,14044.2,39227.038,32626.782,99111.986,8048.575,107160.56,16912.97,NA,NA,NA,NA,NA,NA
"30481",0.525,"TOMBOS","MG","2022","TOMBOS",30752,3169208,"Tombos",31063,"Muriaé","Não",19242.448,5131.036,58383.138,39176.809,121933.432,9045.822,130979.254,17047.93,NA,NA,NA,NA,NA,NA
"30482",0.185,"TRÊS CORAÇÕES","MG","2022","TRES CORACOES",30753,3169307,"Três Corações",31050,"Varginha","Não",338109.112,574598.024,1214527.881,387320.048,2514555.066,444806.156,2959361.221,36734.42,NA,NA,NA,NA,NA,NA
"30483",0.748,"TRÊS PONTAS","MG","2022","TRES PONTAS",30754,3169406,"Três Pontas",31050,"Varginha","Não",212415.253,341969.877,787996.678,289150.169,1631531.976,247731.768,1879263.744,32896.24,NA,NA,NA,NA,NA,NA
"30484",0.76,"TUMIRITINGA","MG","2022","TUMIRITINGA",30755,3169505,"Tumiritinga",31037,"Governador Valadares","Sim",15728.524,3595.835,24722.221,35962.255,80008.834,2906.629,82915.463,12198.83,NA,NA,NA,NA,NA,NA
"30485",0.436,"TUPACIGUARA","MG","2022","TUPACIGUARA",30756,3169604,"Tupaciguara",31018,"Uberlândia","Não",281661.343,114879.089,319118.299,150632.981,866291.712,80267.43,946559.143,37169.53,NA,NA,NA,NA,NA,NA
"30486",0.502,"TURMALINA","MG","2022","TURMALINA",30757,3169703,"Turmalina",31011,"Capelinha","Sim",148130.565,32016.768,134163.727,99703.197,414014.257,29692.097,443706.354,21879.01,NA,NA,NA,NA,NA,NA
"30487",0.704,"TURVOLÂNDIA","MG","2022","TURVOLANDIA",30758,3169802,"Turvolândia",31053,"Santa Rita do Sapucaí","Não",63352.406,7274.184,34519.754,27773.523,132919.866,6899.66,139819.527,27420.97,NA,NA,NA,NA,NA,NA
"30488",0.326,"UBÁ","MG","2022","UBA",30759,3169901,"Ubá",31064,"Ubá","Não",32833.064,1162924.123,1455566.275,471444.799,3122768.262,451171.24,3573939.502,30288.91,NA,NA,NA,NA,NA,NA
"30489",0.562,"UBAÍ","MG","2022","UBAI",30760,3170008,"Ubaí",31007,"Montes Claros","Sim",14434.09,4897.833,33270.703,60416.641,113019.267,4200.004,117219.271,9258.29,NA,NA,NA,NA,NA,NA
"30490",0.41,"UBERABA","MG","2022","UBERABA",30761,3170107,"Uberaba",31022,"Uberaba","Não",1425496.267,6133708.739,8030612.643,1692987.68,17282805.33,3114713.895,20397519.225,59943.87,NA,NA,NA,NA,NA,NA
"30491",0.181,"UBERLÂNDIA","MG","2022","UBERLANDIA",30762,3170206,"Uberlândia",31018,"Uberlândia","Não",921226.956,10575603.388,19167842.686,3263190.443,33927863.474,9201421.445,43129284.919,61038.02,NA,NA,NA,NA,NA,NA
"30492",0.115,"UMBURATIBA","MG","2022","UMBURATIBA",30763,3170305,"Umburatiba",31016,"Nanuque","Sim",12797.808,1666.002,10262.945,17783.181,42509.936,1661.875,44171.81,17107.6,NA,NA,NA,NA,NA,NA
"30493",0.203,"UNAÍ","MG","2022","UNAI",30764,3170404,"Unaí",31001,"Unaí","Não",1610992.129,323552.382,1534271.254,468335.997,3937151.762,382410.859,4319562.621,50544.26,NA,NA,NA,NA,NA,NA
"30494",0.35,"URUCÂNIA","MG","2022","URUCANIA",30765,3170503,"Urucânia",31060,"Ponte Nova","Não",29697.451,60162.59,72510.699,52720.485,215091.224,24905.995,239997.219,23226.29,NA,NA,NA,NA,NA,NA
"30495",0.466,"VARGEM BONITA","MG","2022","VARGEM BONITA",30766,3170602,"Vargem Bonita",31042,"Piuí","Não",43269.449,3674.935,18986.972,18795.269,84726.624,2910.184,87636.808,40894.45,NA,NA,NA,NA,NA,NA
"30496",0.356,"VARGINHA","MG","2022","VARGINHA",30767,3170701,"Varginha",31050,"Varginha","Não",88572.386,1549575.969,3920910.491,692411.445,6251470.291,1842339.648,8093809.939,58817.87,NA,NA,NA,NA,NA,NA
"30497",0.495,"VÁRZEA DA PALMA","MG","2022","VARZEA DA PALMA",30768,3170800,"Várzea da Palma",31006,"Pirapora","Sim",101081.775,330954.942,275096.54,194601.302,901734.559,165878.374,1067612.933,26623.1,NA,NA,NA,NA,NA,NA
"30498",0.469,"VARZELÂNDIA","MG","2022","VARZELANDIA",30769,3170909,"Varzelândia",31007,"Montes Claros","Sim",8896.598,6777.323,66724.028,94608.626,177006.577,10199.039,187205.616,9704.8,NA,NA,NA,NA,NA,NA
"30499",0.556,"VAZANTE","MG","2022","VAZANTE",30770,3171006,"Vazante",31002,"Paracatu","Não",294441.928,368094.25,289597.111,109663.967,1061797.256,106850.957,1168648.213,56478.26,NA,NA,NA,NA,NA,NA
"30500",0.643,"WENCESLAU BRAZ","MG","2022","WENCESLAU BRAZ",30771,3172202,"Wenceslau Braz",31056,"Itajubá","Não",5987.726,2519.356,7552.883,15244.901,31304.865,1783.606,33088.471,13011.59,NA,NA,NA,NA,NA,NA
"30501",0.619,"VERÍSSIMO","MG","2022","VERISSIMO",30772,3171105,"Veríssimo",31022,"Uberaba","Não",101521.89,6843.72,29158.178,27859.683,165383.471,5050.933,170434.404,41671,NA,NA,NA,NA,NA,NA
"30502",0.332,"VESPASIANO","MG","2022","VESPASIANO",30773,3171204,"Vespasiano",31030,"Belo Horizonte","Não",1174.034,779299.92,1058734.359,643332.155,2482540.467,537996.54,3020537.007,22909.06,NA,NA,NA,NA,NA,NA
"30503",0.459,"VIÇOSA","MG","2022","VICOSA",30774,3171303,"Viçosa",31062,"Viçosa","Não",31309.695,187358.446,1038710.044,385873.315,1643251.501,168607.133,1811858.634,22673.74,NA,NA,NA,NA,NA,NA
"30504",0.426,"VIEIRAS","MG","2022","VIEIRAS",30775,3171402,"Vieiras",31063,"Muriaé","Não",15002.287,1944.835,12083.209,22822.703,51853.034,1605.967,53459.002,14974.51,NA,NA,NA,NA,NA,NA
"30505",0.68,"MATHIAS LOBATO","MG","2022","MATHIAS LOBATO",30776,3171501,"Mathias Lobato",31037,"Governador Valadares","Sim",5449.615,1667.26,13784.054,20608.125,41509.054,2421.759,43930.813,13915.37,NA,NA,NA,NA,NA,NA
"30506",0.727,"VIRGEM DA LAPA","MG","2022","VIRGEM DA LAPA",30777,3171600,"Virgem da Lapa",31012,"Araçuaí","Sim",9139.914,5395.494,45296.487,65484.418,125316.313,6287.448,131603.761,9585.82,NA,NA,NA,NA,NA,NA
"30507",0.67,"VIRGÍNIA","MG","2022","VIRGINIA",30778,3171709,"Virgínia",31056,"Itajubá","Não",52052.22,5264.953,75259.613,40101.967,172678.753,7766.973,180445.726,20855.96,NA,NA,NA,NA,NA,NA
"30508",0.586,"VIRGINÓPOLIS","MG","2022","VIRGINOPOLIS",30779,3171808,"Virginópolis",31035,"Guanhães","Sim",32383.096,6475.07,80302.861,52835.426,171996.454,11956.265,183952.719,17587.98,NA,NA,NA,NA,NA,NA
"30509",0.773,"VIRGOLÂNDIA","MG","2022","VIRGOLANDIA",30780,3171907,"Virgolândia",31037,"Governador Valadares","Sim",12538.246,1958.37,16516.088,29711.898,60724.602,1948.957,62673.559,11818.51,NA,NA,NA,NA,NA,NA
"30510",0.353,"VISCONDE DO RIO BRANCO","MG","2022","VISCONDE DO RIO BRANCO",30781,3172004,"Visconde do Rio Branco",31064,"Ubá","Não",16196.996,460551.794,492260.85,200493.763,1169503.403,182175.179,1351678.582,31179.87,NA,NA,NA,NA,NA,NA
"30511",0.432,"VOLTA GRANDE","MG","2022","VOLTA GRANDE",30782,3172103,"Volta Grande",31066,"Cataguases","Não",12821.418,30881.512,43596.706,30742.098,118041.733,22318.954,140360.687,26633.91,NA,NA,NA,NA,NA,NA
"30512",0.673,"ITAÚ DE MINAS","MG","2022","ITAU DE MINAS",30783,3133758,"Itaú de Minas",31047,"Passos","Não",26986.053,349763.995,172194.691,87707.618,636652.357,87613.182,724265.539,44471.67,NA,NA,NA,NA,NA,NA
"30513",0.229,"NOVA ALVORADA DO SUL","MS","2022","NOVA ALVORADA DO SUL",30784,5006002,"Nova Alvorada do Sul",50010,"Dourados","Não",871385.834,395405.029,349544.551,175354.371,1791689.785,171932.278,1963622.063,85497.54,NA,NA,NA,NA,NA,NA
"30514",0.279,"ALCINÓPOLIS","MS","2022","ALCINOPOLIS",30785,5000252,"Alcinópolis",50003,"Alto Taquari","Não",123963.725,8949.273,35557.598,53938.715,222409.31,15330.815,237740.125,43312.1,NA,NA,NA,NA,NA,NA
"30515",0.188,"LAGUNA CARAPÃ","MS","2022","LAGUNA CARAPA",30786,5005251,"Laguna Carapã",50010,"Dourados","Não",638470.226,33137.92,188029.497,65641.094,925278.738,91901.481,1017180.219,135696.4,NA,NA,NA,NA,NA,NA
"30516",0.352,"JAPORÃ","MS","2022","JAPORA",30787,5004809,"Japorã",50011,"Iguatemi","Não",66158.711,5598.618,20729.995,68213.951,160701.274,6791.838,167493.112,17871.65,NA,NA,NA,NA,NA,NA
"30517",0.467,"NOVO HORIZONTE DO SUL","MS","2022","NOVO HORIZONTE DO SUL",30788,5006259,"Novo Horizonte do Sul",50011,"Iguatemi","Não",160619.119,14940.554,50419.129,34890.169,260868.971,20577.505,281446.476,79146.93,NA,NA,NA,NA,NA,NA
"30518",0.297,"PARAÍSO DAS ÁGUAS","MS","2022","PARAISO DAS AGUAS",30789,5006275,"Paraíso das Águas",50005,"Cassilândia","Não",602118.356,225734.071,117379.592,57608.431,1002840.45,61458.713,1064299.164,185063.32,NA,NA,NA,NA,NA,NA
"30519",0.332,"FIGUEIRÃO","MS","2022","FIGUEIRAO",30790,5003900,"Figueirão",50003,"Alto Taquari","Não",79301.457,4559.256,19129.959,31844.164,134834.836,8573.096,143407.932,46773.62,NA,NA,NA,NA,NA,NA
"30520",0.57,"SÃO DOMINGOS DO NORTE","ES","2022","SAO DOMINGOS DO NORTE",30791,3204658,"São Domingos do Norte",32003,"Colatina","Não",55152.365,116234.045,69997.873,50699.012,292083.296,39256.129,331339.425,37932.39,NA,NA,NA,NA,NA,NA
"30521",0.386,"AFONSO CLÁUDIO","ES","2022","AFONSO CLAUDIO",30792,3200102,"Afonso Cláudio",32007,"Afonso Cláudio","Não",128586.908,48979.42,196271.159,157075.061,530912.548,38858.655,569771.204,18788.21,NA,NA,NA,NA,NA,NA
"30522",0.536,"ÁGUA DOCE DO NORTE","ES","2022","AGUA DOCE DO NORTE",30793,3200169,"Água Doce do Norte",32001,"Barra de São Francisco","Não",35850.465,26076.88,51039.511,61241.195,174208.051,10193.574,184401.625,17072.64,NA,NA,NA,NA,NA,NA
"30523",0.137,"ALEGRE","ES","2022","ALEGRE",30794,3200201,"Alegre",32011,"Alegre","Não",72353.453,133956.986,201931.352,134753.986,542995.778,32142.43,575138.207,19255.36,NA,NA,NA,NA,NA,NA
"30524",0.508,"IRUPI","ES","2022","IRUPI",30795,3202652,"Irupi",32011,"Alegre","Não",46941.843,10059.984,88377.846,71788.149,217167.822,19056.239,236224.062,17277.94,NA,NA,NA,NA,NA,NA
"30525",0.231,"ALFREDO CHAVES","ES","2022","ALFREDO CHAVES",30796,3200300,"Alfredo Chaves",32010,"Guarapari","Não",100174.554,91659.059,140577.063,82615.745,415026.421,42693.062,457719.483,31201.06,NA,NA,NA,NA,NA,NA
"30526",0.508,"ALTO RIO NOVO","ES","2022","ALTO RIO NOVO",30797,3200359,"Alto Rio Novo",32003,"Colatina","Não",26348.147,5259.758,30858.555,45621.751,108088.211,4945.416,113033.628,14288.16,NA,NA,NA,NA,NA,NA
"30527",0.265,"ANCHIETA","ES","2022","ANCHIETA",30798,3200409,"Anchieta",32010,"Guarapari","Não",40268.586,4238344.144,1094492.122,250852.84,5623957.693,140190.434,5764148.128,190330.13,NA,NA,NA,NA,NA,NA
"30528",0.529,"VILA PAVÃO","ES","2022","VILA PAVAO",30799,3205150,"Vila Pavão",32002,"Nova Venécia","Não",48464.066,24917.387,43545.233,53459.464,170386.15,10256.655,180642.805,19465.82,NA,NA,NA,NA,NA,NA
"30529",0.794,"APIACÁ","ES","2022","APIACA",30800,3200508,"Apiacá",32012,"Cachoeiro de Itapemirim","Não",19530.803,5834.173,38435.556,43500.361,107300.892,10891.993,118192.885,15671.29,NA,NA,NA,NA,NA,NA
"30530",0.337,"MARECHAL FLORIANO","ES","2022","MARECHAL FLORIANO",30801,3203346,"Marechal Floriano",32007,"Afonso Cláudio","Não",83746.499,57053.572,213562.774,98369.755,452732.6,64173.716,516906.317,30156.14,NA,NA,NA,NA,NA,NA
"30531",0.37,"ARACRUZ","ES","2022","ARACRUZ",30802,3200607,"Aracruz",32006,"Linhares","Não",79985.592,2627038.388,1304694.114,566579.569,4578297.663,734807.954,5313105.617,50628.97,NA,NA,NA,NA,NA,NA
"30532",0.364,"MARATAÍZES","ES","2022","MARATAIZES",30803,3203320,"Marataízes",32013,"Itapemirim","Não",114907.822,4862745.49,1268548.071,323783.419,6569984.802,89711.46,6659696.262,169634.89,NA,NA,NA,NA,NA,NA
"30533",0.284,"ATÍLIO VIVÁCQUA","ES","2022","ATILIO VIVACQUA",30804,3200706,"Atílio Vivácqua",32012,"Cachoeiro de Itapemirim","Não",21920.219,94298.148,105390.624,73985.013,295594.003,65271.743,360865.747,29410.41,NA,NA,NA,NA,NA,NA
"30534",0.363,"BREJETUBA","ES","2022","BREJETUBA",30805,3201159,"Brejetuba",32007,"Afonso Cláudio","Não",128968.5,19827.928,66141.205,66767.679,281705.311,13045.027,294750.338,23674.73,NA,NA,NA,NA,NA,NA
"30535",0.382,"BAIXO GUANDU","ES","2022","BAIXO GUANDU",30806,3200805,"Baixo Guandu",32003,"Colatina","Sim",52844.137,382634.813,258175.811,166346.586,860001.347,68263.723,928265.07,29692.13,NA,NA,NA,NA,NA,NA
"30536",0.699,"SÃO ROQUE DO CANAÃ","ES","2022","SAO ROQUE DO CANAA",30807,3204955,"São Roque do Canaã",32008,"Santa Teresa","Não",46456.677,23934.479,77019.709,61346.329,208757.194,20226.467,228983.661,18170.42,NA,NA,NA,NA,NA,NA
"30537",0.464,"BARRA DE SÃO FRANCISCO","ES","2022","BARRA DE SAO FRANCISCO",30808,3200904,"Barra de São Francisco",32001,"Barra de São Francisco","Não",75624.136,341416.785,401373.243,219844.991,1038259.155,126747.065,1165006.22,25717.01,NA,NA,NA,NA,NA,NA
"30538",0.209,"SOORETAMA","ES","2022","SOORETAMA",30809,3205010,"Sooretama",32006,"Linhares","Não",108934.098,147047.258,173118.249,167169.596,596269.201,71259.754,667528.955,21341.8,NA,NA,NA,NA,NA,NA
"30539",0.295,"BOA ESPERANÇA","ES","2022","BOA ESPERANCA",30810,3201001,"Boa Esperança",32002,"Nova Venécia","Não",65207.679,15183.203,93094.01,78859.734,252344.625,18699.511,271044.136,17895.43,NA,NA,NA,NA,NA,NA
"30540",0.354,"PONTO BELO","ES","2022","PONTO BELO",30811,3204252,"Ponto Belo",32004,"Montanha","Não",23055.206,5507.726,29474.982,44643.189,102681.103,4867.107,107548.21,13416.69,NA,NA,NA,NA,NA,NA
"30541",0.606,"BOM JESUS DO NORTE","ES","2022","BOM JESUS DO NORTE",30812,3201100,"Bom Jesus do Norte",32012,"Cachoeiro de Itapemirim","Não",5936.116,22484.275,82836.359,55792.114,167048.864,19783.433,186832.297,18705.68,NA,NA,NA,NA,NA,NA
"30542",0.359,"VILA VALÉRIO","ES","2022","VILA VALERIO",30813,3205176,"Vila Valério",32002,"Nova Venécia","Não",168987.518,24505.153,129708.14,81636.33,404837.14,29226.432,434063.572,30861.26,NA,NA,NA,NA,NA,NA
"30543",0.18,"CACHOEIRO DE ITAPEMIRIM","ES","2022","CACHOEIRO DE ITAPEMIRIM",30814,3201209,"Cachoeiro de Itapemirim",32012,"Cachoeiro de Itapemirim","Não",80565.191,1531964.972,2727955.249,1000413.851,5340899.263,806065.029,6146964.291,28971.61,NA,NA,NA,NA,NA,NA
"30544",0.157,"CARIACICA","ES","2022","CARIACICA",30815,3201308,"Cariacica",32009,"Vitória","Não",20821.459,1673112.162,5874966.138,1581488.277,9150388.037,4548585.376,13698973.412,35444.12,NA,NA,NA,NA,NA,NA
"30545",0.112,"CASTELO","ES","2022","CASTELO",30816,3201407,"Castelo",32012,"Cachoeiro de Itapemirim","Não",112137.411,279117.802,421767.184,198043.097,1011065.494,159529.257,1170594.751,30840.84,NA,NA,NA,NA,NA,NA
"30546",0.358,"COLATINA","ES","2022","COLATINA",30817,3201506,"Colatina",32003,"Colatina","Não",127942.893,1130283.585,1964308.991,657832.221,3880367.69,497937.949,4378305.639,35228.52,NA,NA,NA,NA,NA,NA
"30547",0.596,"GOVERNADOR LINDENBERG","ES","2022","GOVERNADOR LINDENBERG",30818,3202256,"Governador Lindenberg",32003,"Colatina","Não",92537.543,45066.969,104218.054,68029.294,309851.86,24477.494,334329.354,25625,NA,NA,NA,NA,NA,NA
"30548",0.305,"CONCEIÇÃO DA BARRA","ES","2022","CONCEICAO DA BARRA",30819,3201605,"Conceição da Barra",32005,"São Mateus","Não",103950.844,91797.853,177044.376,178808.634,551601.708,55467.259,607068.967,19284.89,NA,NA,NA,NA,NA,NA
"30549",0.202,"CONCEIÇÃO DO CASTELO","ES","2022","CONCEICAO DO CASTELO",30820,3201704,"Conceição do Castelo",32007,"Afonso Cláudio","Não",59572.226,26594.019,101687.396,68410.253,256263.894,22814.567,279078.461,21655.81,NA,NA,NA,NA,NA,NA
"30550",0.385,"DIVINO DE SÃO LOURENÇO","ES","2022","DIVINO DE SAO LOURENCO",30821,3201803,"Divino de São Lourenço",32011,"Alegre","Não",27969.516,5004.999,18414.178,27877.369,79266.063,3311.708,82577.771,19494.28,NA,NA,NA,NA,NA,NA
